mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_ACC,split1_test_ACC,split2_test_ACC,split3_test_ACC,split4_test_ACC,mean_test_ACC,std_test_ACC,rank_test_ACC,split0_test_Custom Evaluation,split1_test_Custom Evaluation,split2_test_Custom Evaluation,split3_test_Custom Evaluation,split4_test_Custom Evaluation,mean_test_Custom Evaluation,std_test_Custom Evaluation,rank_test_Custom Evaluation
0.3414043426513672,0.007318715207086829,0.034401559829711915,0.0004911318703818258,667,2,2,sqrt,77,False,"{'n_estimators': 667, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 77, 'bootstrap': False}",,,,,,,,49,,,,,,,,49
1.1178152561187744,0.01724156787054348,0.09180688858032227,0.007194289610413863,1777,14,2,auto,55,False,"{'n_estimators': 1777, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 55, 'bootstrap': False}",,,,,,,,38,,,,,,,,38
0.786827564239502,0.016973500430469367,0.05859904289245606,0.00048729777011687027,1111,2,1,sqrt,99,True,"{'n_estimators': 1111, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 99, 'bootstrap': True}",,,,,,,,36,,,,,,,,36
0.9466190814971924,0.020477265411225465,0.08000020980834961,0.0008804571247973884,1555,14,4,auto,22,False,"{'n_estimators': 1555, 'min_samples_split': 14, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 22, 'bootstrap': False}",,,,,,,,35,,,,,,,,35
0.04821939468383789,0.001835308705147393,0.0,0.0,223,1,4,auto,1,True,"{'n_estimators': 223, 'min_samples_split': 1, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 1, 'bootstrap': True}",,,,,,,,34,,,,,,,,34
0.5784249782562256,0.0089293645827606,0.05659799575805664,0.0004881731207897806,1111,2,2,sqrt,,False,"{'n_estimators': 1111, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",,,,,,,,33,,,,,,,,33
0.396412992477417,0.016379996490325562,0.0,0.0,2000,1,4,auto,,False,"{'n_estimators': 2000, 'min_samples_split': 1, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': None, 'bootstrap': False}",,,,,,,,32,,,,,,,,32
0.6898288249969482,0.007632872763752753,0.06799664497375488,0.0010954565980180208,1333,2,1,sqrt,11,False,"{'n_estimators': 1333, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 11, 'bootstrap': False}",,,,,,,,31,,,,,,,,31
0.9271585464477539,0.012178896575446144,0.06859173774719238,0.002869602015103622,1333,14,2,sqrt,,True,"{'n_estimators': 1333, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': True}",,,,,,,,30,,,,,,,,30
0.0022081375122070313,0.0003944444010470691,0.0017918586730957032,0.00039618317669542515,1,14,1,sqrt,33,False,"{'n_estimators': 1, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 33, 'bootstrap': False}",,,,,,,,29,,,,,,,,29
0.6728254795074463,0.00909565301596297,0.06778607368469239,0.0011906199377038624,1333,2,4,sqrt,88,False,"{'n_estimators': 1333, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 88, 'bootstrap': False}",,,,,,,,28,,,,,,,,28
0.00279850959777832,0.00041125905389572797,0.0017983436584472657,0.00039922934141497,1,14,2,sqrt,110,True,"{'n_estimators': 1, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 110, 'bootstrap': True}",,,,,,,,27,,,,,,,,27
1.0186196327209474,0.025196014998014785,0.07820110321044922,0.004036988393882889,1555,14,2,auto,,False,"{'n_estimators': 1555, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': None, 'bootstrap': False}",,,,,,,,75,,,,,,,,75
0.28861250877380373,0.006678964975140809,0.023199129104614257,0.000757612007268389,445,14,2,auto,99,False,"{'n_estimators': 445, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 99, 'bootstrap': False}",,,,,,,,100,,,,,,,,100
